Freq.	V(vout2)/(-V(verr2))
3.63078054770097e+06	(1.69248572973981e+01dB,-9.10693715436463e+01°)
3.71535229097168e+06	(1.67248700010352e+01dB,-9.11006028976060e+01°)
3.80189396320557e+06	(1.65248830431413e+01dB,-9.11324230356366e+01°)
3.89045144994276e+06	(1.63248964298612e+01dB,-9.11648491735079e+01°)
3.98107170553493e+06	(1.61249101661691e+01dB,-9.11978988695558e+01°)
4.07380277804108e+06	(1.59249242557184e+01dB,-9.12315900351815e+01°)
4.16869383470331e+06	(1.57249387006762e+01dB,-9.12659409454900e+01°)
4.26579518801588e+06	(1.55249535015459e+01dB,-9.13009702502546e+01°)
4.36515832240161e+06	(1.53249686569666e+01dB,-9.13366969850665e+01°)
4.46683592150958e+06	(1.51249841634977e+01dB,-9.13731405827555e+01°)
4.57088189614870e+06	(1.49250000153831e+01dB,-9.14103208850524e+01°)
4.67735141287193e+06	(1.47250162042926e+01dB,-9.14482581544792e+01°)
4.78630092322633e+06	(1.45250327190442e+01dB,-9.14869730865638e+01°)
4.89778819368440e+06	(1.43250495452975e+01dB,-9.15264868222472e+01°)
5.01187233627267e+06	(1.41250666652214e+01dB,-9.15668209605786e+01°)
5.12861383991359e+06	(1.39250840571435e+01dB,-9.16079975716608e+01°)
5.24807460249767e+06	(1.37251016951572e+01dB,-9.16500392099208e+01°)
5.37031796370247e+06	(1.35251195487088e+01dB,-9.16929689275419e+01°)
5.49540873857618e+06	(1.33251375821464e+01dB,-9.17368102882792e+01°)
5.62341325190342e+06	(1.31251557542396e+01dB,-9.17815873814485e+01°)
5.75439937337150e+06	(1.29251740176568e+01dB,-9.18273248362279e+01°)
5.88843655355582e+06	(1.27251923184146e+01dB,-9.18740478362031e+01°)
6.02559586074351e+06	(1.25252105952801e+01dB,-9.19217821342071e+01°)
6.16595001861475e+06	(1.23252287791360e+01dB,-9.19705540673546e+01°)
6.30957344480186e+06	(1.21252467923036e+01dB,-9.20203905723847e+01°)
6.45654229034648e+06	(1.19252645478221e+01dB,-9.20713192012189e+01°)
6.60693448007588e+06	(1.17252819486832e+01dB,-9.21233681367686e+01°)
6.76082975391974e+06	(1.15252988870159e+01dB,-9.21765662089635e+01°)
6.91830970918928e+06	(1.13253152432306e+01dB,-9.22309429110196e+01°)
7.07945784384129e+06	(1.11253308851074e+01dB,-9.22865284158993e+01°)
7.24435960074981e+06	(1.09253456668423e+01dB,-9.23433535930107e+01°)
7.41310241300909e+06	(1.07253594280339e+01dB,-9.24014500250512e+01°)
7.58577575029175e+06	(1.05253719926328e+01dB,-9.24608500250916e+01°)
7.76247116628682e+06	(1.03253831678269e+01dB,-9.25215866537728e+01°)
7.94328234724272e+06	(1.01253927428873e+01dB,-9.25836937367262e+01°)
8.12830516164089e+06	(9.92540048795823e+00dB,-9.26472058821034e+01°)
8.31763771102661e+06	(9.72540615280015e+00dB,-9.27121584982462e+01°)
8.51138038202366e+06	(9.52540946548375e+00dB,-9.27785878115244e+01°)
8.70963589956070e+06	(9.32541013103986e+00dB,-9.28465308842585e+01°)
8.91250938133735e+06	(9.12540783006155e+00dB,-9.29160256327788e+01°)
9.12010839355898e+06	(8.92540221726574e+00dB,-9.29871108455792e+01°)
9.33254300796979e+06	(8.72539292001480e+00dB,-9.30598262016103e+01°)
9.54992586021424e+06	(8.52537953679687e+00dB,-9.31342122886299e+01°)
9.77237220955799e+06	(8.32536163567905e+00dB,-9.32103106217256e+01°)
9.99999999999988e+06	(8.12533875271986e+00dB,-9.32881636618765e+01°)
1.02329299228074e+07	(7.92531039036464e+00dB,-9.33678148347259e+01°)
1.04712854805089e+07	(7.72527601580844e+00dB,-9.34493085494141e+01°)
1.07151930523759e+07	(7.52523505934343e+00dB,-9.35326902176216e+01°)
1.09647819614317e+07	(7.32518691268699e+00dB,-9.36180062727720e+01°)
1.12201845430195e+07	(7.12513092729884e+00dB,-9.37053041894406e+01°)
1.14815362149687e+07	(6.92506641269087e+00dB,-9.37946325030355e+01°)
1.17489755493951e+07	(6.72499263472469e+00dB,-9.38860408297201e+01°)
1.20226443461740e+07	(6.52490881391292e+00dB,-9.39795798867130e+01°)
1.23026877081237e+07	(6.32481412371374e+00dB,-9.40753015129349e+01°)
1.25892541179415e+07	(6.12470768883332e+00dB,-9.41732586901255e+01°)
1.28824955169312e+07	(5.92458858351938e+00dB,-9.42735055644370e+01°)
1.31825673855639e+07	(5.72445582987073e+00dB,-9.43760974686357e+01°)
1.34896288259164e+07	(5.52430839613416e+00dB,-9.44810909449092e+01°)
1.38038426460287e+07	(5.32414519500589e+00dB,-9.45885437684428e+01°)
1.41253754462274e+07	(5.12396508193463e+00dB,-9.46985149717656e+01°)
1.44543977074591e+07	(4.92376685340090e+00dB,-9.48110648700124e+01°)
1.47910838816819e+07	(4.72354924519488e+00dB,-9.49262550871472e+01°)
1.51356124843619e+07	(4.52331093066517e+00dB,-9.50441485832636e+01°)
1.54881661891246e+07	(4.32305051893423e+00dB,-9.51648096830290e+01°)
1.58489319246109e+07	(4.12276655307472e+00dB,-9.52883041053706e+01°)
1.62181009735891e+07	(3.92245750822802e+00dB,-9.54146989944894e+01°)
1.65958690743754e+07	(3.72212178965777e+00dB,-9.55440629522566e+01°)
1.69824365246172e+07	(3.52175773071173e+00dB,-9.56764660721218e+01°)
1.73780082874935e+07	(3.32136359069085e+00dB,-9.58119799745440e+01°)
1.77827941003890e+07	(3.12093755259672e+00dB,-9.59506778440544e+01°)
1.81970085860996e+07	(2.92047772073575e+00dB,-9.60926344679800e+01°)
1.86208713666284e+07	(2.71998211817247e+00dB,-9.62379262769045e+01°)
1.90546071796322e+07	(2.51944868399253e+00dB,-9.63866313868610e+01°)
1.94984459975802e+07	(2.31887527037389e+00dB,-9.65388296433557e+01°)
1.99526231496885e+07	(2.11825963942098e+00dB,-9.66946026671819e+01°)
2.04173794466950e+07	(1.91759945975688e+00dB,-9.68540339020571e+01°)
2.08929613085401e+07	(1.71689230283908e+00dB,-9.70172086641067e+01°)
2.13796208950220e+07	(1.51613563897691e+00dB,-9.71842141931520e+01°)
2.18776162394952e+07	(1.31532683302800e+00dB,-9.73551397058115e+01°)
2.23872113856831e+07	(1.11446313974927e+00dB,-9.75300764503785e+01°)
2.29086765276774e+07	(9.13541698778553e-01dB,-9.77091177634462e+01°)
2.34422881531989e+07	(7.12559529219202e-01dB,-9.78923591282321e+01°)
2.39883291901946e+07	(5.11513523815036e-01dB,-9.80798982345769e+01°)
2.45470891568500e+07	(3.10400442679309e-01dB,-9.82718350405221e+01°)
2.51188643150955e+07	(1.09216906566709e-01dB,-9.84682718354688e+01°)
2.57039578276883e+07	(-9.20406103369456e-02dB,-9.86693133047931e+01°)
2.63026799189535e+07	(-2.93375788131348e-01dB,-9.88750665959093e+01°)
2.69153480392688e+07	(-4.94792469440813e-01dB,-9.90856413856777e+01°)
2.75422870333813e+07	(-6.96294668199143e-01dB,-9.93011499491094e+01°)
2.81838293126441e+07	(-8.97886578995709e-01dB,-9.95217072293032e+01°)
2.88403150312657e+07	(-1.09957258700674e+00dB,-9.97474309085301e+01°)
2.95120922666634e+07	(-1.30135727853050e+00dB,-9.99784414804424e+01°)
3.01995172040197e+07	(-1.50324545213977e+00dB,-1.00214862323293e+02°)
3.09029543251355e+07	(-1.70524213047893e+00dB,-1.00456819774156e+02°)
3.16227766016833e+07	(-1.90735257271807e+00dB,-1.00704443204064e+02°)
3.23593656929624e+07	(-2.10958228768712e+00dB,-1.00957865094035e+02°)
3.31131121482586e+07	(-2.31193704770686e+00dB,-1.01217221111920e+02°)
3.38844156139198e+07	(-2.51442290314260e+00dB,-1.01482650190050e+02°)
3.46736850452527e+07	(-2.71704619769501e+00dB,-1.01754294603646e+02°)
3.54813389233570e+07	(-2.91981358445297e+00dB,-1.02032300049944e+02°)
3.63078054770096e+07	(-3.12273204273203e+00dB,-1.02316815728049e+02°)
3.71535229097167e+07	(-3.32580889572283e+00dB,-1.02607994419458e+02°)
3.80189396320556e+07	(-3.52905182897067e+00dB,-1.02905992569279e+02°)
3.89045144994275e+07	(-3.73246890971937e+00dB,-1.03210970368118e+02°)
3.98107170553491e+07	(-3.93606860714236e+00dB,-1.03523091834644e+02°)
4.07380277804107e+07	(-4.13985981349529e+00dB,-1.03842524898862e+02°)
4.16869383470329e+07	(-4.34385186622081e+00dB,-1.04169441486083e+02°)
4.26579518801586e+07	(-4.54805457104222e+00dB,-1.04504017601629e+02°)
4.36515832240160e+07	(-4.75247822608041e+00dB,-1.04846433416328e+02°)
4.46683592150957e+07	(-4.95713364704109e+00dB,-1.05196873352808e+02°)
4.57088189614868e+07	(-5.16203219350681e+00dB,-1.05555526172677e+02°)
4.67735141287191e+07	(-5.36718579639464e+00dB,-1.05922585064609e+02°)
4.78630092322631e+07	(-5.57260698661548e+00dB,-1.06298247733448e+02°)
4.89778819368439e+07	(-5.77830892500375e+00dB,-1.06682716490373e+02°)
5.01187233627265e+07	(-5.98430543357404e+00dB,-1.07076198344234e+02°)
5.12861383991357e+07	(-6.19061102816707e+00dB,-1.07478905094119e+02°)
5.24807460249765e+07	(-6.39724095256814e+00dB,-1.07891053423276e+02°)
5.37031796370245e+07	(-6.60421121415909e+00dB,-1.08312864994491e+02°)
5.49540873857616e+07	(-6.81153862121190e+00dB,-1.08744566546998e+02°)
5.62341325190341e+07	(-7.01924082189498e+00dB,-1.09186389995062e+02°)
5.75439937337148e+07	(-7.22733634510370e+00dB,-1.09638572528329e+02°)
5.88843655355580e+07	(-7.43584464323297e+00dB,-1.10101356714005e+02°)
6.02559586074349e+07	(-7.64478613698754e+00dB,-1.10574990601041e+02°)
6.16595001861473e+07	(-7.85418226238306e+00dB,-1.11059727826326e+02°)
6.30957344480184e+07	(-8.06405552005923e+00dB,-1.11555827723002e+02°)
6.45654229034646e+07	(-8.27442952706368e+00dB,-1.12063555430952e+02°)
6.60693448007586e+07	(-8.48532907126017e+00dB,-1.12583182009471e+02°)
6.76082975391972e+07	(-8.69678016853898e+00dB,-1.13114984552159e+02°)
6.91830970918926e+07	(-8.90881012300571e+00dB,-1.13659246303985e+02°)
7.07945784384127e+07	(-9.12144759035369e+00dB,-1.14216256780459e+02°)
7.24435960074979e+07	(-9.33472264462027e+00dB,-1.14786311888839e+02°)
7.41310241300906e+07	(-9.54866684854641e+00dB,-1.15369714051209e+02°)
7.58577575029172e+07	(-9.76331332778719e+00dB,-1.15966772329223e+02°)
7.76247116628680e+07	(-9.97869684919708e+00dB,-1.16577802550319e+02°)
7.94328234724269e+07	(-1.01948539034740e+01dB,-1.17203127435031e+02°)
8.12830516164087e+07	(-1.04118227924144e+01dB,-1.17843076725136e+02°)
8.31763771102658e+07	(-1.06296437210801e+01dB,-1.18497987312110e+02°)
8.51138038202363e+07	(-1.08483588951683e+01dB,-1.19168203365506e+02°)
8.70963589956067e+07	(-1.10680126238995e+01dB,-1.19854076460643e+02°)
8.91250938133732e+07	(-1.12886514287549e+01dB,-1.20555965705097e+02°)
9.12010839355896e+07	(-1.15103241583959e+01dB,-1.21274237863192e+02°)
9.33254300796977e+07	(-1.17330821101298e+01dB,-1.22009267477905e+02°)
9.54992586021421e+07	(-1.19569791582912e+01dB,-1.22761436989336e+02°)
9.77237220955795e+07	(-1.21820718899204e+01dB,-1.23531136848946e+02°)
9.99999999999985e+07	(-1.24084197481542e+01dB,-1.24318765628678e+02°)
1.02329299228074e+08	(-1.26360851837404e+01dB,-1.25124730124087e+02°)
1.04712854805088e+08	(-1.28651338151343e+01dB,-1.25949445450545e+02°)
1.07151930523759e+08	(-1.30956345976283e+01dB,-1.26793335131514e+02°)
1.09647819614317e+08	(-1.33276600020151e+01dB,-1.27656831178023e+02°)
1.12201845430195e+08	(-1.35612862033022e+01dB,-1.28540374158316e+02°)
1.14815362149686e+08	(-1.37965932800164e+01dB,-1.29444413256790e+02°)
1.17489755493951e+08	(-1.40336654246947e+01dB,-1.30369406321240e+02°)
1.20226443461739e+08	(-1.42725911661701e+01dB,-1.31315819897607e+02°)
1.23026877081236e+08	(-1.45134636043191e+01dB,-1.32284129251390e+02°)
1.25892541179415e+08	(-1.47563806579763e+01dB,-1.33274818375016e+02°)
1.28824955169311e+08	(-1.50014453267854e+01dB,-1.34288379980459e+02°)
1.31825673855639e+08	(-1.52487659677874e+01dB,-1.35325315476761e+02°)
1.34896288259163e+08	(-1.54984565876390e+01dB,-1.36386134931898e+02°)
1.38038426460286e+08	(-1.57506371514094e+01dB,-1.37471357019057e+02°)
1.41253754462273e+08	(-1.60054339089706e+01dB,-1.38581508947229e+02°)
1.44543977074590e+08	(-1.62629797400900e+01dB,-1.39717126376545e+02°)
1.47910838816818e+08	(-1.65234145194172e+01dB,-1.40878753319222e+02°)
1.51356124843618e+08	(-1.67868855026523e+01dB,-1.42066942027079e+02°)
1.54881661891246e+08	(-1.70535477352833e+01dB,-1.43282252867636e+02°)
1.58489319246109e+08	(-1.73235644853868e+01dB,-1.44525254191142e+02°)
1.62181009735890e+08	(-1.75971077021133e+01dB,-1.45796522191997e+02°)
1.65958690743753e+08	(-1.78743585016026e+01dB,-1.47096640769095e+02°)
1.69824365246172e+08	(-1.81555076821987e+01dB,-1.48426201391068e+02°)
1.73780082874935e+08	(-1.84407562710220e+01dB,-1.49785802974262e+02°)
1.77827941003889e+08	(-1.87303161040800e+01dB,-1.51176051783509e+02°)
1.81970085860995e+08	(-1.90244104423380e+01dB,-1.52597561368647e+02°)
1.86208713666284e+08	(-1.93232746263476e+01dB,-1.54050952553291e+02°)
1.90546071796322e+08	(-1.96271567723217e+01dB,-1.55536853496895e+02°)
1.94984459975801e+08	(-1.99363185128353e+01dB,-1.57055899856607e+02°)
1.99526231496885e+08	(-2.02510357856920e+01dB,-1.58608735082343e+02°)
2.04173794466950e+08	(-2.05715996749685e+01dB,-1.60196010887003e+02°)
2.08929613085400e+08	(-2.08983173087821e+01dB,-1.61818387944248e+02°)
2.13796208950220e+08	(-2.12315128190248e+01dB,-1.63476536879052e+02°)
2.18776162394952e+08	(-2.15715283691754e+01dB,-1.65171139632125e+02°)
2.23872113856830e+08	(-2.19187252573501e+01dB,-1.66902891298423e+02°)
2.29086765276773e+08	(-2.22734851031371e+01dB,-1.68672502563816e+02°)
2.34422881531988e+08	(-2.26362111283810e+01dB,-1.70480702892298e+02°)
2.39883291901945e+08	(-2.30073295442090e+01dB,-1.72328244651656e+02°)
2.45470891568499e+08	(-2.33872910591207e+01dB,-1.74215908407936e+02°)
2.51188643150954e+08	(-2.37765725261272e+01dB,-1.76144509671455e+02°)
2.57039578276882e+08	(-2.41756787507577e+01dB,-1.78114907441039e+02°)
2.63026799189534e+08	(-2.45851444863761e+01dB,1.79871985028353e+02°)
2.69153480392687e+08	(-2.50055366487716e+01dB,1.77815186712867e+02°)
2.75422870333812e+08	(-2.54374567885558e+01dB,1.75713631920003e+02°)
2.81838293126441e+08	(-2.58815438674549e+01dB,1.73566149211297e+02°)
2.88403150312656e+08	(-2.63384773932841e+01dB,1.71371435169652e+02°)
2.95120922666633e+08	(-2.68089809780751e+01dB,1.69128021797324e+02°)
3.01995172040196e+08	(-2.72938263941616e+01dB,1.66834236030033e+02°)
3.09029543251354e+08	(-2.77938382135868e+01dB,1.64488149466587e+02°)
3.16227766016832e+08	(-2.83098991257898e+01dB,1.62087515913279e+02°)
3.23593656929623e+08	(-2.88429560353461e+01dB,1.59629693689004e+02°)
3.31131121482585e+08	(-2.93940270424304e+01dB,1.57111548776474e+02°)
3.38844156139197e+08	(-2.99642093982304e+01dB,1.54529333760286e+02°)
3.46736850452526e+08	(-3.05546884969251e+01dB,1.51878535961904e+02°)
3.54813389233569e+08	(-3.11667479001939e+01dB,1.49153686115728e+02°)
3.63078054770095e+08	(-3.18017802649024e+01dB,1.46348116129851e+02°)
3.71535229097166e+08	(-3.24612988182867e+01dB,1.43453650658401e+02°)
3.80189396320555e+08	(-3.31469486283693e+01dB,1.40460211998685e+02°)
3.89045144994274e+08	(-3.38605162330742e+01dB,1.37355310708341e+02°)
3.98107170553490e+08	(-3.46039350201877e+01dB,1.34123384671832e+02°)
4.07380277804106e+08	(-3.53792817506208e+01dB,1.30744936396023e+02°)
4.16869383470328e+08	(-3.61887562036198e+01dB,1.27195401453007e+02°)
4.26579518801585e+08	(-3.70346300894770e+01dB,1.23443660282353e+02°)
4.36515832240158e+08	(-3.79191414107419e+01dB,1.19450083334749e+02°)
4.46683592150955e+08	(-3.88442935011625e+01dB,1.15163984181336e+02°)
4.57088189614867e+08	(-3.98114894957885e+01dB,1.10520370195563e+02°)
4.67735141287190e+08	(-4.08208865599647e+01dB,1.05435984479647e+02°)
4.78630092322630e+08	(-4.18702833929171e+01dB,9.98049621929256e+01°)
4.89778819368437e+08	(-4.29532625504288e+01dB,9.34952701335808e+01°)
5.01187233627263e+08	(-4.40562417471083e+01dB,8.63489979224873e+01°)
5.12861383991356e+08	(-4.51542201418338e+01dB,7.81932180449785e+01°)
5.24807460249763e+08	(-4.62057920828941e+01dB,6.88733287105416e+01°)
5.37031796370243e+08	(-4.71501692821560e+01dB,5.83227044032719e+01°)
5.49540873857615e+08	(-4.79123457672375e+01dB,4.66658963337463e+01°)
5.62341325190339e+08	(-4.84228370494883e+01dB,3.43013985313582e+01°)
5.75439937337147e+08	(-4.86475031828440e+01dB,2.18614545639527e+01°)
5.88843655355578e+08	(-4.86058040772521e+01dB,1.00124312129470e+01°)
6.02559586074347e+08	(-4.83598728564587e+01dB,-7.71477762925162e-01°)
6.16595001861471e+08	(-4.79852650848343e+01dB,-1.02956617929461e+01°)
6.30957344480182e+08	(-4.75471971372701e+01dB,-1.85858062307871e+01°)
6.45654229034644e+08	(-4.70917983762546e+01dB,-2.57820426398666e+01°)
6.60693448007584e+08	(-4.66475908033389e+01dB,-3.20582306436933e+01°)
6.76082975391969e+08	(-4.62303323038561e+01dB,-3.75797664932753e+01°)
6.91830970918924e+08	(-4.58475936493213e+01dB,-4.24879058451491e+01°)
7.07945784384125e+08	(-4.55020648350193e+01dB,-4.68974106567415e+01°)
7.24435960074977e+08	(-4.51936813261698e+01dB,-5.08994501803594e+01°)
7.41310241300904e+08	(-4.49209123374531e+01dB,-5.45658798744395e+01°)
7.58577575029170e+08	(-4.46815146650138e+01dB,-5.79533397687189e+01°)
7.76247116628677e+08	(-4.44729625661176e+01dB,-6.11066851381830e+01°)
7.94328234724267e+08	(-4.42926863073652e+01dB,-6.40616963771356e+01°)
8.12830516164084e+08	(-4.41381993661679e+01dB,-6.68471628305292e+01°)
8.31763771102656e+08	(-4.40071615512503e+01dB,-6.94864667638919e+01°)
8.51138038202361e+08	(-4.38974057148950e+01dB,-7.19987833032697e+01°)
8.70963589956064e+08	(-4.38069441864125e+01dB,-7.43999905563316e+01°)
8.91250938133729e+08	(-4.37339642958234e+01dB,-7.67033625651420e+01°)
9.12010839355893e+08	(-4.36768184010293e+01dB,-7.89200997115137e+01°)
9.33254300796974e+08	(-4.36340115148873e+01dB,-8.10597371709734e+01°)
9.54992586021418e+08	(-4.36041882705045e+01dB,-8.31304614704834e+01°)
9.77237220955792e+08	(-4.35861201676900e+01dB,-8.51393574127511e+01°)
9.99999999999981e+08	(-4.35786935797747e+01dB,-8.70926019107768e+01°)
1.02329299228073e+09	(-4.35808987323171e+01dB,-8.89956170858835e+01°)
1.04712854805088e+09	(-4.35918197136230e+01dB,-9.08531919066785e+01°)
1.07151930523759e+09	(-4.36106254941245e+01dB,-9.26695793811652e+01°)
1.09647819614316e+09	(-4.36365618892129e+01dB,-9.44485746369295e+01°)
1.12201845430194e+09	(-4.36689443812351e+01dB,-9.61935779763693e+01°)
1.14815362149686e+09	(-4.37071517109340e+01dB,-9.79076460588929e+01°)
1.17489755493951e+09	(-4.37506201506128e+01dB,-9.95935336570454e+01°)
1.20226443461739e+09	(-4.37988383771283e+01dB,-1.01253727899309e+02°)
1.23026877081236e+09	(-4.38513428703750e+01dB,-1.02890476503585e+02°)
1.25892541179414e+09	(-4.39077137710122e+01dB,-1.04505811191864e+02°)
1.28824955169311e+09	(-4.39675711390895e+01dB,-1.06101567233456e+02°)
1.31825673855638e+09	(-4.40305715626783e+01dB,-1.07679399875290e+02°)
1.34896288259163e+09	(-4.40964050723408e+01dB,-1.09240798269181e+02°)
1.38038426460286e+09	(-4.41647923233262e+01dB,-1.10787097389062e+02°)
1.41253754462273e+09	(-4.42354820127250e+01dB,-1.12319488338287e+02°)
1.44543977074590e+09	(-4.43082485034743e+01dB,-1.13839027372365e+02°)
1.47910838816818e+09	(-4.43828896312100e+01dB,-1.15346643902891e+02°)
1.51356124843618e+09	(-4.44592246734751e+01dB,-1.16843147699567e+02°)
1.54881661891245e+09	(-4.45370924638743e+01dB,-1.18329235467671e+02°)
1.58489319246108e+09	(-4.46163496364048e+01dB,-1.19805496945463e+02°)
1.62181009735890e+09	(-4.46968689874684e+01dB,-1.21272420639215e+02°)
1.65958690743753e+09	(-4.47785379450301e+01dB,-1.22730399290697e+02°)
1.69824365246171e+09	(-4.48612571360624e+01dB,-1.24179735153311e+02°)
1.73780082874934e+09	(-4.49449390448561e+01dB,-1.25620645136844e+02°)
1.77827941003889e+09	(-4.50295067559868e+01dB,-1.27053265867495e+02°)
1.81970085860995e+09	(-4.51148927767705e+01dB,-1.28477658698047e+02°)
1.86208713666283e+09	(-4.52010379349026e+01dB,-1.29893814693486e+02°)
1.90546071796321e+09	(-4.52878903477008e+01dB,-1.31301659608722e+02°)
1.94984459975801e+09	(-4.53754044599668e+01dB,-1.32701058868028e+02°)
1.99526231496884e+09	(-4.54635401479709e+01dB,-1.34091822549607e+02°)
2.04173794466949e+09	(-4.55522618874391e+01dB,-1.35473710373543e+02°)
2.08929613085400e+09	(-4.56415379837236e+01dB,-1.36846436687028e+02°)
2.13796208950219e+09	(-4.57313398625603e+01dB,-1.38209675437127e+02°)
2.18776162394951e+09	(-4.58216414199525e+01dB,-1.39563065118433e+02°)
2.23872113856830e+09	(-4.59124184298376e+01dB,-1.40906213680603e+02°)
2.29086765276773e+09	(-4.60036480082052e+01dB,-1.42238703378980e+02°)
2.34422881531988e+09	(-4.60953081323576e+01dB,-1.43560095550339e+02°)
2.39883291901944e+09	(-4.61873772139505e+01dB,-1.44869935294862e+02°)
2.45470891568498e+09	(-4.62798337243843e+01dB,-1.46167756045254e+02°)
2.51188643150953e+09	(-4.63726558710332e+01dB,-1.47453084003739e+02°)
2.57039578276881e+09	(-4.64658213226767e+01dB,-1.48725442428286e+02°)
2.63026799189533e+09	(-4.65593069823893e+01dB,-1.49984355749840e+02°)
2.69153480392686e+09	(-4.66530888060022e+01dB,-1.51229353503513e+02°)
2.75422870333811e+09	(-4.67471416641283e+01dB,-1.52459974057765e+02°)
2.81838293126440e+09	(-4.68414392456071e+01dB,-1.53675768126941e+02°)
2.88403150312655e+09	(-4.69359540001019e+01dB,-1.54876302054283e+02°)
2.95120922666633e+09	(-4.70306571174628e+01dB,-1.56061160853970e+02°)
3.01995172040195e+09	(-4.71255185413638e+01dB,-1.57229951002678e+02°)
3.09029543251353e+09	(-4.72205070146325e+01dB,-1.58382302972913e+02°)
3.16227766016832e+09	(-4.73155901536015e+01dB,-1.59517873502271e+02°)
3.23593656929622e+09	(-4.74107345487655e+01dB,-1.60636347594610e+02°)
3.31131121482584e+09	(-4.75059058889645e+01dB,-1.61737440251026e+02°)
3.38844156139196e+09	(-4.76010691062999e+01dB,-1.62820897930320e+02°)
3.46736850452525e+09	(-4.76961885389688e+01dB,-1.63886499740383e+02°)
3.54813389233568e+09	(-4.77912281092221e+01dB,-1.64934058363665e+02°)
3.63078054770094e+09	(-4.78861515136626e+01dB,-1.65963420721468e+02°)
3.71535229097165e+09	(-4.79809224231531e+01dB,-1.66974468383298e+02°)
3.80189396320553e+09	(-4.80755046896525e+01dB,-1.67967117728987e+02°)
3.89045144994273e+09	(-4.81698625573786e+01dB,-1.68941319872512e+02°)
3.98107170553489e+09	(-4.82639608757828e+01dB,-1.69897060357695e+02°)
4.07380277804104e+09	(-4.83577653119136e+01dB,-1.70834358637007e+02°)
4.16869383470327e+09	(-4.84512425598788e+01dB,-1.71753267345681e+02°)
4.26579518801584e+09	(-4.85443605452214e+01dB,-1.72653871384175e+02°)
4.36515832240157e+09	(-4.86370886221767e+01dB,-1.73536286822758e+02°)
4.46683592150954e+09	(-4.87293977619134e+01dB,-1.74400659642623e+02°)
4.57088189614866e+09	(-4.88212607300284e+01dB,-1.75247164328421e+02°)
4.67735141287188e+09	(-4.89126522517107e+01dB,-1.76076002327537e+02°)
4.78630092322628e+09	(-4.90035491631778e+01dB,-1.76887400391670e+02°)
4.89778819368436e+09	(-4.90939305481472e+01dB,-1.77681608816539e+02°)
5.01187233627262e+09	(-4.91837778582932e+01dB,-1.78458899595531e+02°)
5.12861383991354e+09	(-4.92730750168160e+01dB,-1.79219564503139e+02°)
5.24807460249762e+09	(-4.93618085044366e+01dB,-1.79963913123900e+02°)
5.37031796370241e+09	(-4.94499674273078e+01dB,1.79307729157678e+02°)
5.49540873857613e+09	(-4.95375435665225e+01dB,1.78595023191044e+02°)
5.62341325190337e+09	(-4.96245314090727e+01dB,1.77897618102620e+02°)
5.75439937337145e+09	(-4.97109281602873e+01dB,1.77215153333646e+02°)
5.88843655355577e+09	(-4.97967337379553e+01dB,1.76547260659203e+02°)
6.02559586074345e+09	(-4.98819507484909e+01dB,1.75893566175354e+02°)
6.16595001861469e+09	(-4.99665844456649e+01dB,1.75253692242210e+02°)
6.30957344480180e+09	(-5.00506426725579e+01dB,1.74627259371371e+02°)
6.45654229034642e+09	(-5.01341357875418e+01dB,1.74013888047220e+02°)
6.60693448007582e+09	(-5.02170765752030e+01dB,1.73413200472350e+02°)
6.76082975391967e+09	(-5.02994801432404e+01dB,1.72824822228431e+02°)
6.91830970918922e+09	(-5.03813638064679e+01dB,1.72248383844841e+02°)
7.07945784384123e+09	(-5.04627469591264e+01dB,1.71683522268344e+02°)
7.24435960074975e+09	(-5.05436509367911e+01dB,1.71129882228266e+02°)
7.41310241300902e+09	(-5.06240988691970e+01dB,1.70587117492569e+02°)
7.58577575029167e+09	(-5.07041155253587e+01dB,1.70054892011376e+02°)
7.76247116628675e+09	(-5.07837271523746e+01dB,1.69532880945512e+02°)
7.94328234724264e+09	(-5.08629613093153e+01dB,1.69020771578688e+02°)
8.12830516164082e+09	(-5.09418466975913e+01dB,1.68518264112952e+02°)
8.31763771102653e+09	(-5.10204129891724e+01dB,1.68025072348046e+02°)
8.51138038202358e+09	(-5.10986906539944e+01dB,1.67540924246202e+02°)
8.70963589956062e+09	(-5.11767107878456e+01dB,1.67065562384849e+02°)
8.91250938133726e+09	(-5.12545049419598e+01dB,1.66598744300488e+02°)
9.12010839355890e+09	(-5.13321049554726e+01dB,1.66140242727788e+02°)
9.33254300796971e+09	(-5.14095427918177e+01dB,1.65689845738657e+02°)
9.54992586021415e+09	(-5.14868503800427e+01dB,1.65247356786626e+02°)
9.77237220955789e+09	(-5.15640594619282e+01dB,1.64812594662440e+02°)
1.00000000000000e+10	(-5.16412014456864e+01dB,1.64385393367238e+02°)
