Freq.	V(vout)/(-V(vn))
1.31825673855644e+07	(-1.71988785250604e+01dB,1.64705405345954e+02°)
1.38038426460292e+07	(-1.72892737024477e+01dB,1.64102975525383e+02°)
1.44543977074597e+07	(-1.73764987195766e+01dB,1.63467395704898e+02°)
1.51356124843625e+07	(-1.74612409473502e+01dB,1.62798551738441e+02°)
1.58489319246116e+07	(-1.75441595141173e+01dB,1.62096350819398e+02°)
1.65958690743760e+07	(-1.76258883993957e+01dB,1.61360724453535e+02°)
1.73780082874942e+07	(-1.77070393421116e+01dB,1.60591634318463e+02°)
1.81970085861003e+07	(-1.77882044992304e+01dB,1.59789080537492e+02°)
1.90546071796330e+07	(-1.78699588025980e+01dB,1.58953111930545e+02°)
1.99526231496893e+07	(-1.79528619713321e+01dB,1.58083837832572e+02°)
2.08929613085410e+07	(-1.80374601449060e+01dB,1.57181441088730e+02°)
2.18776162394961e+07	(-1.81242871088202e+01dB,1.56246191845067e+02°)
2.29086765276783e+07	(-1.82138650910800e+01dB,1.55278461754150e+02°)
2.39883291901956e+07	(-1.83067051141334e+01dB,1.54278738208427e+02°)
2.51188643150965e+07	(-1.84033068939449e+01dB,1.53247638202402e+02°)
2.63026799189545e+07	(-1.85041582858350e+01dB,1.52185921410902e+02°)
2.75422870333824e+07	(-1.86097342858356e+01dB,1.51094502058044e+02°)
2.88403150312668e+07	(-1.87204956066980e+01dB,1.49974459143991e+02°)
3.01995172040210e+07	(-1.88368868592475e+01dB,1.48827044597906e+02°)
3.16227766016847e+07	(-1.89593343822737e+01dB,1.47653688939644e+02°)
3.31131121482600e+07	(-1.90882437771324e+01dB,1.46456004062965e+02°)
3.46736850452541e+07	(-1.92239972161109e+01dB,1.45235782802012e+02°)
3.63078054770111e+07	(-1.93669506056267e+01dB,1.43994995012008e+02°)
3.80189396320572e+07	(-1.95174306956336e+01dB,1.42735779984492e+02°)
3.98107170553508e+07	(-1.96757322343150e+01dB,1.41460435125237e+02°)
4.16869383470347e+07	(-1.98421152714193e+01dB,1.40171400945839e+02°)
4.36515832240178e+07	(-2.00168027137259e+01dB,1.38871242552218e+02°)
4.57088189614888e+07	(-2.01999782316622e+01dB,1.37562627948348e+02°)
4.78630092322652e+07	(-2.03917846068152e+01dB,1.36248303603415e+02°)
5.01187233627286e+07	(-2.05923225962330e+01dB,1.34931067846943e+02°)
5.24807460249787e+07	(-2.08016503714677e+01dB,1.33613742751363e+02°)
5.49540873857640e+07	(-2.10197835692334e+01dB,1.32299145228289e+02°)
5.75439937337173e+07	(-2.12466959674818e+01dB,1.30990058098324e+02°)
6.02559586074375e+07	(-2.14823207770058e+01dB,1.29689201892165e+02°)
6.30957344480211e+07	(-2.17265525157840e+01dB,1.28399208103201e+02°)
6.60693448007615e+07	(-2.19792494125388e+01dB,1.27122594541529e+02°)
6.91830970918956e+07	(-2.22402362685292e+01dB,1.25861743341375e+02°)
7.24435960075011e+07	(-2.25093076933334e+01dB,1.24618882055624e+02°)
7.58577575029206e+07	(-2.27862316217690e+01dB,1.23396068140180e+02°)
7.94328234724305e+07	(-2.30707530153616e+01dB,1.22195176995933e+02°)
8.31763771102695e+07	(-2.33625976526035e+01dB,1.21017893604950e+02°)
8.70963589956106e+07	(-2.36614759172295e+01dB,1.19865707677049e+02°)
9.12010839355936e+07	(-2.39670865020827e+01dB,1.18739912118719e+02°)
9.54992586021464e+07	(-2.42791199570347e+01dB,1.17641604551588e+02°)
1.00000000000000e+08	(-2.45972620218997e+01dB,1.16571691544699e+02°)
