Freq.	V(vout)/(-V(vn))
1.25892541179420e+07	(-2.08053788645737e+01dB,8.30418545731691e+01°)
1.31825673855644e+07	(-2.04786788612952e+01dB,8.13218412785053e+01°)
1.38038426460292e+07	(-2.01457364936764e+01dB,7.97068397982524e+01°)
1.44543977074597e+07	(-1.98084946381110e+01dB,7.81806500082156e+01°)
1.51356124843625e+07	(-1.94685614654046e+01dB,7.67285623120594e+01°)
1.58489319246116e+07	(-1.91272782582891e+01dB,7.53373709748416e+01°)
1.65958690743760e+07	(-1.87857752012181e+01dB,7.39953279204101e+01°)
1.73780082874942e+07	(-1.84450165476455e+01dB,7.26920622942739e+01°)
1.81970085861003e+07	(-1.81058367358560e+01dB,7.14184830719507e+01°)
1.90546071796330e+07	(-1.77689689645332e+01dB,7.01666760631697e+01°)
1.99526231496893e+07	(-1.74350675744017e+01dB,6.89298024227298e+01°)
2.08929613085410e+07	(-1.71047253823489e+01dB,6.77020028268969e+01°)
2.18776162394961e+07	(-1.67784869169402e+01dB,6.64783094659104e+01°)
2.29086765276783e+07	(-1.64568583271066e+01dB,6.52545666677564e+01°)
2.39883291901956e+07	(-1.61403145858206e+01dB,6.40273601033325e+01°)
2.51188643150965e+07	(-1.58293044885838e+01dB,6.27939539823675e+01°)
2.63026799189545e+07	(-1.55242538503830e+01dB,6.15522353304281e+01°)
2.75422870333824e+07	(-1.52255672310756e+01dB,6.03006642697797e+01°)
2.88403150312668e+07	(-1.49336284641800e+01dB,5.90382291635498e+01°)
3.01995172040210e+07	(-1.46488002241551e+01dB,5.77644054926004e+01°)
3.16227766016847e+07	(-1.43714228390460e+01dB,5.64791173974107e+01°)
3.31131121482600e+07	(-1.41018125357856e+01dB,5.51827009198444e+01°)
3.46736850452541e+07	(-1.38402592917132e+01dB,5.38758681126984e+01°)
3.63078054770111e+07	(-1.35870244555799e+01dB,5.25596713411421e+01°)
3.80189396320572e+07	(-1.33423382923346e+01dB,5.12354672730801e+01°)
3.98107170553508e+07	(-1.31063975965927e+01dB,4.99048802383050e+01°)
4.16869383470347e+07	(-1.28793635085075e+01dB,4.85697648216868e+01°)
4.36515832240178e+07	(-1.26613596518805e+01dB,4.72321677355709e+01°)
4.57088189614888e+07	(-1.24524706972905e+01dB,4.58942891826766e+01°)
4.78630092322652e+07	(-1.22527414327937e+01dB,4.45584440650383e+01°)
5.01187233627286e+07	(-1.20621764018108e+01dB,4.32270235096188e+01°)
5.24807460249787e+07	(-1.18807401429832e+01dB,4.19024572615792e+01°)
5.49540873857640e+07	(-1.17083580411815e+01dB,4.05871775383012e+01°)
5.75439937337173e+07	(-1.15449177737554e+01dB,3.92835849402352e+01°)
6.02559586074375e+07	(-1.13902713128314e+01dB,3.79940169802916e+01°)
6.30957344480211e+07	(-1.12442374241861e+01dB,3.67207197261029e+01°)
6.60693448007615e+07	(-1.11066045869208e+01dB,3.54658229555054e+01°)
6.91830970918956e+07	(-1.09771342464912e+01dB,3.42313191128817e+01°)
7.24435960075011e+07	(-1.08555643069055e+01dB,3.30190462311184e+01°)
7.58577575029206e+07	(-1.07416127660416e+01dB,3.18306748593907e+01°)
7.94328234724305e+07	(-1.06349814006690e+01dB,3.06676989184254e+01°)
8.31763771102695e+07	(-1.05353594142424e+01dB,2.95314302987676e+01°)
8.70963589956106e+07	(-1.04424269700622e+01dB,2.84229969284783e+01°)
9.12010839355936e+07	(-1.03558585440604e+01dB,2.73433439676032e+01°)
9.54992586021464e+07	(-1.02753260443533e+01dB,2.62932377387375e+01°)
1.00000000000000e+08	(-1.02005016579847e+01dB,2.52732719756609e+01°)
